function,time,count,avg,time2,count2,avg2,Good_J,Good_NJ,Bad_J,Bad_NJ,Nat_J,Nat_NJ
get_col==342==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,4.789,1419248,3.37432217625e-06,7.337,1121910,6.53974026437e-06,1,0,2,0,0,1
_get_m2m_reverse_attr==1476==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,4.752,2507229,1.89531949415e-06,8.091,1812117,4.46494348875e-06,1,0,0,1,1,1
render==990==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,4.689,155767,3.01026533219e-05,4.396,127169,3.4568173061e-05,1,0,1,0,2,0
__contains__==70==<builtin>/2.7/_weakrefset.py,4.667,2111239,2.21055029772e-06,6.426,1652830,3.88787715615e-06,0,2,0,1,0,1
split==82==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py,4.631,1722597,2.68838271517e-06,6.194,1224683,5.05763532277e-06,2,0,1,0,1,0
_set_creation_counter==124==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py,4.584,2444677,1.87509433762e-06,3.426,1763765,1.94243564194e-06,2,0,0,0,1,1
<genexpr>==595==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,4.576,10061200,4.5481652288e-07,27.356,7544754,3.62583061025e-06,2,0,1,0,1,0
_add_q==1232==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,4.565,450924,1.01236572017e-05,4.385,351955,1.24589791309e-05,1,0,0,0,2,1
decode==117==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py,4.537,1926143,2.35548450972e-06,7.324,1556921,4.70415647294e-06,1,0,1,1,0,1
join==890==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,4.516,977540,4.61975980523e-06,5.115,763634,6.69823501835e-06,2,0,0,0,1,1
create_token==391==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,4.184,1999228,2.09280782382e-06,5.020,1613632,3.11099432832e-06,1,0,2,0,0,1
__init__==21==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py,4.123,2391525,1.72400455776e-06,1.871,1869282,1.00091906946e-06,3,0,0,0,0,1
get_default_columns==475==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,4.107,133900,3.06721433906e-05,3.846,105700,3.63859981079e-05,0,0,1,0,2,1
compile==348==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,3.981,1688190,2.35814689105e-06,6.262,1336427,4.68562817124e-06,0,0,1,0,2,1
__iter__==241==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,3.980,2235697,1.78020545718e-06,6.068,1598044,3.7971420061e-06,1,0,1,0,2,0
quote_name_unless_alias==331==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,3.860,2536833,1.52158222477e-06,9.033,2010701,4.49246307631e-06,1,0,1,0,2,0
__prepare_class__==78==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,3.801,79293,4.79361355984e-05,3.896,64985,5.99522966839e-05,1,0,2,0,1,0
get_path_info==661==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,3.772,1392465,2.70886521385e-06,4.706,1083483,4.34339994259e-06,2,0,0,1,0,1
get_queryset==825==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py,3.759,2114038,1.77811373305e-06,4.564,1504115,3.03434245387e-06,2,0,1,0,0,1
get_normalized_value==23==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_lookups.py,3.706,442535,8.37447885478e-06,3.807,342590,1.11124084182e-05,1,0,1,0,1,1
unescape_string_literal==395==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/text.py,3.659,1032072,3.54529528948e-06,10.189,832517,1.22387891178e-05,2,0,1,0,1,0
pgettext==346==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py,3.618,777521,4.65325052314e-06,4.229,564755,7.48820284902e-06,2,0,0,0,0,2
__iter__==48==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,3.493,760788,4.59129218652e-06,4.384,586588,7.4737294319e-06,0,0,2,0,2,0
update==597==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py,3.464,906801,3.82002225406e-06,3.814,707844,5.38819287866e-06,2,0,0,0,2,0
related_query_name==407==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,3.382,2439758,1.38620305784e-06,2.393,1760168,1.35952931766e-06,1,0,0,0,3,0
py_scanstring==73==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/decoder.py,3.382,579231,5.83877589425e-06,3.686,517431,7.12365513469e-06,1,0,1,0,0,2
demote_joins==749==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,3.381,896862,3.76981074011e-06,5.057,699964,7.22465726809e-06,1,0,1,0,2,0
normpath==329==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py,3.377,183733,1.83799317488e-05,2.991,135717,2.20385065983e-05,2,0,1,0,1,0
_clone==1071==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,3.368,603529,5.58051062998e-06,3.114,472813,6.58611332599e-06,1,0,1,0,0,2
split_contents==356==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,3.359,542000,6.19741697417e-06,3.646,437453,8.33460966092e-06,1,0,1,0,2,0
conditional_escape==85==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/html.py,3.315,1629113,2.03484963904e-06,4.845,1309341,3.70033474855e-06,2,0,1,0,0,1
__del__==112==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py,3.297,134136,2.4579531222e-05,2.161,107127,2.01723188365e-05,0,0,0,0,0,4
_fix==1638==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py,3.212,614159,5.22991603152e-06,3.435,444200,7.73300315173e-06,1,0,1,0,0,2
_product_has_category_discount==281==/home/seasun/jit_test/application/saleor/saleor/discount/models.py,3.203,626130,5.11555108364e-06,3.145,441615,7.12158780839e-06,2,0,0,0,1,1
itervalues==595==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/six.py,3.167,2581107,1.22699291428e-06,2.927,2077239,1.40908195927e-06,1,0,0,0,3,0
_get==1576==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py,3.162,197244,1.60309058831e-05,2.879,139896,2.05795733974e-05,2,0,0,1,0,1
add==83==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/tree.py,3.128,1360107,2.29981905835e-06,3.734,1061692,3.51702753718e-06,1,0,1,0,1,1
_setup_prefix==1546==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py,3.127,197245,1.58533803138e-05,4.908,139897,3.50829538875e-05,1,0,3,0,0,0
_resolve_lookup==872==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,3.123,451532,6.91645331892e-06,3.524,357454,9.85861117794e-06,0,0,2,0,2,0
get_select==165==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,3.098,135006,2.29471282758e-05,3.255,106595,3.05361414701e-05,2,0,0,0,1,1
_get_cast==899==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/cursor.py,3.090,955961,3.23234943685e-06,3.166,760501,4.1630451505e-06,0,2,0,1,0,1
as_sql==657==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,3.043,1134871,2.68136202264e-06,3.557,900678,3.94924712272e-06,1,0,0,1,1,1
execute==76==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/utils.py,3.005,138554,2.16882948165e-05,2.694,109399,2.46254536147e-05,1,0,1,0,0,2
_fetch_all==1085==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,2.997,3149588,9.51553028523e-07,4.230,2260545,1.87123016795e-06,1,0,2,0,1,0
__encode==236==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py,2.988,897364,3.32975247503e-06,2.946,702946,4.19093358523e-06,1,0,1,0,2,0
__init__==45==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/datastructures.py,2.929,934583,3.13401805939e-06,3.832,730259,5.24745330082e-06,2,0,1,0,0,1
__init__==42==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/promise/promise.py,2.923,333498,8.7646702529e-06,3.386,256399,1.32059797425e-05,2,0,0,1,0,1
update_join_types==2030==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,2.852,450924,6.32479087385e-06,2.563,351955,7.28218096063e-06,2,0,0,0,1,1
add_q==1214==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,2.819,445938,6.32150657715e-06,2.510,348009,7.2124571491e-06,1,0,1,0,1,1
get_joining_columns==625==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,2.817,934583,3.01417851598e-06,4.877,730259,6.67845243948e-06,2,0,2,0,0,0
__init__==260==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/threading.py,2.791,333500,8.3688155922e-06,3.294,256401,1.2847063779e-05,2,0,0,1,0,1
prefetch_one_level==1557==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,2.782,75434,3.68799215208e-05,3.091,60489,5.11002000364e-05,0,0,2,0,1,1
join==61==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/posixpath.py,2.703,368337,7.33838848663e-06,5.482,269892,2.03118284351e-05,2,0,2,0,0,0
_filter_or_exclude==805==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,2.673,445693,5.997401799e-06,2.679,347805,7.70259196964e-06,0,0,1,0,1,2
as_sql==358==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,2.666,135006,1.97472704917e-05,2.663,106595,2.49824100568e-05,0,0,1,0,2,1
deepcopy==145==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py,2.572,1061418,2.42317352824e-06,4.099,847370,4.83732017891e-06,1,0,1,1,0,1
parse==673==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/extras.py,2.528,257347,9.82331249247e-06,2.158,201599,1.07044181767e-05,0,1,0,1,0,2
_load_assets==23==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py,2.516,100197,2.51105322515e-05,1.858,81257,2.28657223378e-05,1,0,0,0,1,2
table_alias==681==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,2.514,976664,2.57406846162e-06,3.143,762947,4.11955221005e-06,2,0,1,0,1,0
solve_lookup_type==1010==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/query.py,2.495,450644,5.53652106763e-06,2.059,351737,5.85380554221e-06,0,0,2,0,0,2
quantize==2420==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/decimal.py,2.489,181578,1.37076077498e-05,2.052,129738,1.58164916987e-05,1,0,0,0,1,2
__get__==32==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,2.414,953748,2.53106690656e-06,2.790,752637,3.70696630647e-06,1,0,1,0,1,1
_reverse_with_prefix==337==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py,2.387,70838,3.36966035179e-05,2.193,55655,3.94034677927e-05,0,0,0,0,2,2
all==153==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py,2.337,2079581,1.12378406996e-06,5.158,1479034,3.48741137797e-06,1,0,2,0,0,1
_get_path_info==1422==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,2.321,365448,6.35110877608e-06,2.315,285808,8.09984325141e-06,1,0,0,0,1,2
JSONObject==147==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/decoder.py,2.297,68687,3.34415537147e-05,2.002,58541,3.4198254215e-05,1,0,0,0,1,2
render==152==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,2.257,18105,0.000124661695664,2.234,14633,0.000152668625709,0,0,1,0,3,0
ugettext==342==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py,2.251,2272775,9.90419201197e-07,5.218,1751614,2.97896682717e-06,1,0,1,0,1,1
get_product_discounts==303==/home/seasun/jit_test/application/saleor/saleor/discount/models.py,2.242,101377,2.21154699784e-05,2.339,72679,3.21826112082e-05,2,0,1,0,0,1
__init__==139==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,2.228,101988,2.18457073381e-05,2.300,81466,2.82326369283e-05,1,0,0,0,2,1
copy==66==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py,2.213,817875,2.70579244995e-06,2.751,644856,4.26606870371e-06,0,0,1,0,2,1
__init__==54==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query_utils.py,2.201,460896,4.77548080261e-06,1.856,359847,5.15774759828e-06,2,0,0,0,0,2
get_prep_value==942==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,2.200,805123,2.73250174197e-06,2.599,620509,4.18849686306e-06,2,0,1,0,0,1
get_nodes_by_type==970==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,2.182,1182604,1.84508085547e-06,3.613,954484,3.78529131971e-06,1,0,2,0,1,0
<genexpr>==156==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py,2.150,1271500,1.69091624066e-06,5.780,1004250,5.75553895942e-06,2,0,2,0,0,0
resolve==708==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,2.145,887372,2.41725003719e-06,2.731,707364,3.86081282056e-06,0,0,1,0,3,0
__init__==527==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/collections.py,2.103,451171,4.66120384511e-06,1.914,352161,5.43501409867e-06,2,0,0,0,0,2
sort_key==25==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/__init__.py,2.102,1266414,1.65980477158e-06,3.451,1000233,3.45019610431e-06,2,0,0,1,0,1
from_db==559==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py,2.060,634414,3.24709101628e-06,2.844,486821,5.84198298759e-06,2,0,0,0,0,2
render_annotated==953==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,2.053,1660555,1.23633363544e-06,4.013,1327413,3.02317364679e-06,0,0,3,0,1,0
_is_unpacked_egg==2220==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/pkg_resources/__init__.py,2.027,1665619,1.21696498419e-06,4.420,1181347,3.74149170396e-06,1,0,2,0,1,0
decode==15==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/encodings/utf_8.py,2.020,2653930,7.61135372824e-07,3.379,2067023,1.63471814295e-06,1,0,1,0,1,1
__text_cast==115==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,2.019,1615019,1.25014009123e-06,4.685,1284497,3.64734211135e-06,1,0,1,0,1,1
